alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,target,target_name,PC1,PC2,PC3,PC4,PC5
12.77,2.39,2.28,19.5,86.0,1.39,0.51,0.48,0.64,9.899999,0.57,1.63,470.0,2,class_2,-3.6779187209738167,0.847747844149762,-1.3394202310855172,-0.12517586515271442,-0.48611193269185127
14.16,2.51,2.48,20.0,91.0,1.68,0.7,0.44,1.24,9.7,0.62,1.71,660.0,2,class_2,-2.4655557980404494,2.193798303654092,-0.9187809604264903,0.018024995000052044,-0.7012095215705433
13.71,5.65,2.45,20.5,95.0,1.68,0.61,0.52,1.06,7.7,0.64,1.74,740.0,2,class_2,-3.3705241454428614,2.2162891398611335,-0.34256951241432415,1.0585268387311855,-0.5741638992346716
13.4,3.91,2.48,23.0,102.0,1.8,0.75,0.43,1.41,7.3,0.7,1.56,750.0,2,class_2,-2.6019558512247376,1.757229350979273,0.2075813549812512,0.3494964215465581,0.25506317773383763
13.27,4.28,2.26,20.0,120.0,1.59,0.69,0.43,1.35,10.2,0.59,1.56,835.0,2,class_2,-2.677839460864502,2.760899131674543,-0.9409418766769931,0.31203474626495165,1.2713550029612666
13.17,2.59,2.37,20.0,120.0,1.65,0.68,0.53,1.46,9.3,0.6,1.62,840.0,2,class_2,-2.38701709127972,2.2973466797128164,-0.5506961970110847,-0.6882845476085537,0.8139552190463932
14.13,4.1,2.74,24.5,96.0,2.05,0.76,0.56,1.35,9.2,0.61,1.6,560.0,2,class_2,-3.208758164198022,2.7689195660475714,1.0139136641131126,0.5969031860643201,-0.8951925879513961
14.23,1.71,2.43,15.6,127.0,2.8,3.06,0.28,2.29,5.64,1.04,3.92,1065.0,0,class_0,3.316750812214776,1.443462634318009,-0.165739044614417,-0.2156311875590908,0.6930428405893471
13.2,1.78,2.14,11.2,100.0,2.65,2.76,0.26,1.28,4.38,1.05,3.4,1050.0,0,class_0,2.209464916918847,-0.33339288708029907,-2.0264573738075358,-0.2913583181806719,-0.2576546345111326
13.16,2.36,2.67,18.6,101.0,2.8,3.24,0.3,2.81,5.68,1.03,3.17,1185.0,0,class_0,2.5167401466103825,1.0311512962743183,0.9828186702120616,0.7249023094447329,-0.25103311818405366
14.37,1.95,2.5,16.8,113.0,3.85,3.49,0.24,2.18,7.8,0.86,3.45,1480.0,0,class_0,3.757065609773205,2.7563719137107108,-0.1761918421994914,0.5679833077759007,-0.31184159119241345
13.24,2.59,2.87,21.0,118.0,2.8,2.69,0.39,1.82,4.32,1.04,2.93,735.0,0,class_0,1.0089084937957156,0.8698308214172035,2.026688219235409,-0.40976578835747335,0.29845750303764834
14.2,1.76,2.45,15.2,112.0,3.27,3.39,0.34,1.97,6.75,1.05,2.85,1450.0,0,class_0,3.0502539224180785,2.1224011146341906,-0.6293958270439105,-0.5156374945358485,-0.6320187337580421
14.39,1.87,2.45,14.6,96.0,2.5,2.52,0.3,1.98,5.25,1.02,3.58,1290.0,0,class_0,2.449089669596229,1.1748501316494744,-0.9770948907141966,-0.06583050459018808,-1.0277619090259953
14.06,2.15,2.61,17.6,121.0,2.6,2.51,0.31,1.25,5.05,1.06,3.58,1295.0,0,class_0,2.059436871437913,1.608963068363506,0.14628188306156037,-1.19260801029221,0.07690349381000934
14.83,1.64,2.17,14.0,97.0,2.8,2.98,0.29,1.98,5.2,1.08,2.85,1045.0,0,class_0,2.510874297398987,0.9180709573337781,-1.7709690272289422,0.05627036123001269,-0.8922569767206769
13.86,1.35,2.27,16.0,98.0,2.98,3.15,0.22,1.85,7.22,1.01,3.55,1045.0,0,class_0,2.7536281876339084,0.7894376738336071,-0.9842474895182365,0.34938156831162975,-0.46855307554089515
14.1,2.16,2.3,18.0,105.0,2.95,3.32,0.22,2.38,5.75,1.25,3.17,1510.0,0,class_0,3.4797366827312097,1.3023332371235945,-0.422735216580846,0.026841759973584307,-0.3383747782271918
14.12,1.48,2.32,16.8,95.0,2.2,2.43,0.26,1.57,5.0,1.17,2.82,1280.0,0,class_0,1.7547529012945877,0.611977228745632,-1.190878319630174,-0.8901643378997592,-0.7385726590676331
13.75,1.73,2.41,16.0,89.0,2.6,2.76,0.29,1.81,5.6,1.15,2.9,1320.0,0,class_0,2.1134623403150945,0.6757063391426185,-0.8650864256166546,-0.3564380100097003,-1.2099287234323308
14.75,1.73,2.39,11.4,91.0,3.1,3.69,0.43,2.81,5.4,1.25,2.73,1150.0,0,class_0,3.4581568193367205,1.1306298761729383,-1.2042763525381899,0.1624580628591313,-2.023126808020387
14.38,1.87,2.38,12.0,102.0,3.3,3.64,0.29,2.96,7.5,1.2,3.0,1547.0,0,class_0,4.31278390676556,2.0959755753412614,-1.2639127523579983,0.30577318970434764,-1.0296926129271013
13.63,1.81,2.7,17.2,112.0,2.85,2.91,0.3,1.46,7.3,1.28,2.88,1310.0,0,class_0,2.3051882008279714,1.6625517299890544,0.21790261559595933,-1.440590027328109,-0.46955010360287486
14.3,1.92,2.72,20.0,120.0,2.8,3.14,0.33,1.97,6.2,1.07,2.65,1280.0,0,class_0,2.1719552737415118,2.327305336191418,0.83172986598601,-0.9126012748605066,-0.00011494041364850418
13.83,1.57,2.62,20.0,115.0,2.95,3.4,0.4,1.72,6.6,1.13,2.57,1130.0,0,class_0,1.8989711765627604,1.631368878642837,0.7949137923810714,-1.0823803881739023,-0.4387052138440931
14.19,1.59,2.48,16.5,108.0,3.3,3.93,0.32,1.86,8.7,1.23,2.82,1680.0,0,class_0,3.541985081943467,2.5183436693066445,-0.48545850766629123,-0.9103228070334994,-1.1530793383251665
13.64,3.1,2.56,15.2,116.0,2.7,3.03,0.17,1.66,5.1,0.96,3.36,845.0,0,class_0,2.084522204730312,1.0611379935838599,-0.16474667849947355,0.48499741925280754,0.8825113543962525
14.06,1.63,2.28,16.0,126.0,3.0,3.17,0.24,2.1,5.65,1.09,3.71,780.0,0,class_0,3.1244025351672,0.7868971056508959,-0.3648870829888447,-0.02556169061541594,0.972413602265112
12.93,3.8,2.65,18.6,102.0,2.41,2.41,0.25,1.98,4.5,1.03,3.52,770.0,0,class_0,1.0865700683322401,0.2417435513328389,0.9369615996106442,1.0299098409855723,0.31597169520809565
13.71,1.86,2.36,16.6,101.0,2.61,2.88,0.27,1.69,3.8,1.11,4.0,1035.0,0,class_0,2.5352240799037142,-0.09184062072087991,-0.3119326593479701,-0.04839123553408203,-0.42958155807989223
12.85,1.6,2.52,17.8,95.0,2.48,2.37,0.26,1.46,3.93,1.09,3.63,1015.0,0,class_0,1.6449883412544697,-0.516278930067235,0.14388509467079486,-0.41372002444082023,-0.3757199647596006
13.5,1.81,2.61,20.0,96.0,2.53,2.61,0.28,1.66,3.52,1.12,3.82,845.0,0,class_0,1.7615758722693007,-0.317148932684381,0.8902856474056883,-0.11511561127372033,-0.5566684221133116
13.05,2.05,3.22,25.0,124.0,2.63,2.68,0.47,1.92,3.58,1.13,3.2,830.0,0,class_0,0.9900791016088566,0.9406673381906322,3.8209080081948397,-1.3215611983994229,0.1590047086428318
13.39,1.77,2.62,16.1,93.0,2.85,2.94,0.34,1.45,4.8,0.92,3.22,1195.0,0,class_0,1.7752776281133682,0.6861751342850231,-0.08670040648876347,-0.23290678013650978,-1.1429426877872113
13.3,1.72,2.14,17.0,94.0,2.4,2.19,0.27,1.35,3.95,1.02,2.77,1285.0,0,class_0,1.235423964309905,-0.08980704136063934,-1.3868965448964363,-0.49568272032054145,-0.3759413985286907
13.87,1.9,2.8,19.4,107.0,2.95,2.97,0.37,1.76,4.5,1.25,3.4,915.0,0,class_0,2.188406334451961,0.6895696206616233,1.3945668808503597,-0.7774918110895706,-0.8105840689014888
14.02,1.68,2.21,16.0,96.0,2.65,2.33,0.26,1.98,4.7,1.04,3.59,1035.0,0,class_0,2.256108981283707,0.191461936886666,-1.092657257508294,0.28615229925340446,-0.4830732567407482
13.73,1.5,2.7,22.5,101.0,3.0,3.25,0.29,2.38,5.7,1.19,2.71,1285.0,0,class_0,2.500220025789425,1.240833834896942,1.3860178547156794,-0.3668652201910972,-0.622332864118647
13.58,1.66,2.36,19.1,106.0,2.86,3.19,0.22,1.95,6.9,1.09,2.88,1515.0,0,class_0,2.677411047444014,1.4718736461032482,-0.33226172837509266,-0.34935387541487317,-0.08659432884921173
13.68,1.83,2.36,17.2,104.0,2.42,2.69,0.42,1.97,3.84,1.23,2.87,990.0,0,class_0,1.628579116430918,0.05270445057532401,-0.1671287062453332,-0.74931424567222,-0.6360627488393453
13.76,1.53,2.7,19.5,132.0,2.95,2.74,0.5,1.35,5.4,1.25,3.0,1235.0,0,class_0,1.9026908622381469,1.633060434769982,1.1720821191753477,-2.3404290386722,-0.1868140519431712
13.51,1.8,2.65,19.0,110.0,2.35,2.53,0.29,1.54,4.2,1.1,2.87,1095.0,0,class_0,1.410388526595406,0.6979343246113563,0.479743025168663,-1.0600862162177838,0.09916074438965149
13.48,1.81,2.41,20.5,100.0,2.7,2.98,0.26,1.86,5.1,1.04,3.47,920.0,0,class_0,1.9038262321944863,0.1767109510954563,0.45083504003720815,0.28411355233534125,-0.16294944526064611
13.28,1.64,2.84,15.5,110.0,2.6,2.68,0.34,1.36,4.6,1.09,2.78,880.0,0,class_0,1.3848622303748388,0.6586398536611483,0.4584385808520638,-1.2846581514469115,-0.20501159047376402
13.05,1.65,2.55,18.0,98.0,2.45,2.43,0.29,1.44,4.25,1.12,2.51,1105.0,0,class_0,1.12220741044131,0.11410976029688785,-0.03910727668974847,-0.9564012232757317,-0.34221123506762907
13.07,1.5,2.1,15.5,98.0,2.4,2.64,0.28,1.37,3.7,1.18,2.69,1020.0,0,class_0,1.5021945006181912,-0.7694320064310072,-1.4261773458904612,-0.7575080925372696,-0.16584413489731675
14.22,3.99,2.51,13.2,128.0,3.0,3.04,0.2,2.08,5.1,0.89,3.53,760.0,0,class_0,2.5298010923718097,1.8030019760618279,-0.34315238897969014,1.18697429561546,1.2978957091037795
13.56,1.71,2.31,16.2,117.0,3.15,3.29,0.34,2.34,6.13,0.95,3.38,795.0,0,class_0,2.5880954258544024,0.7796163041925079,-0.11847746611373518,0.47597143975668377,0.4033220159457188
13.41,3.84,2.12,18.8,90.0,2.45,2.68,0.27,1.48,4.28,0.91,3.0,1035.0,0,class_0,0.6684819937541857,0.16996094061987538,-0.7833625480611472,1.313083777003969,-0.3717634179097543
13.88,1.89,2.59,15.0,101.0,3.25,3.56,0.17,1.7,5.43,0.88,3.56,1095.0,0,class_0,3.070806990412007,1.1559189566098829,-0.3127580839341546,0.5502846354673235,-0.30412565257297
13.24,3.98,2.29,17.5,103.0,2.64,2.63,0.32,1.66,4.36,0.82,3.0,680.0,0,class_0,0.46220913751600673,0.33074213219227494,-0.20147649625677294,1.4364938632755906,0.28322487726556356
13.05,1.77,2.1,17.0,107.0,3.0,3.0,0.28,2.03,5.04,0.88,3.35,885.0,0,class_0,2.1013519305380153,-0.07100892095406582,-0.6558494150434344,0.7577448387022152,0.4715377263535281
14.21,4.04,2.44,18.9,111.0,2.85,2.65,0.3,1.25,5.24,0.87,3.33,1080.0,0,class_0,1.1361661775610168,1.7771073929776369,0.028705735784751097,0.6918312117745785,-0.06092420575198017
14.38,3.59,2.28,16.0,102.0,3.25,3.17,0.27,2.19,4.9,1.04,3.44,1065.0,0,class_0,2.726600963640802,1.1913346919571839,-0.5397732611476739,1.3895506741306776,-0.4968945883275799
13.9,1.68,2.12,16.0,101.0,3.1,3.39,0.21,2.14,6.1,0.91,3.33,985.0,0,class_0,2.821339274192248,0.6462585991417045,-1.1555524107274082,0.9876629123241937,-0.00997701769070631
14.1,2.02,2.4,18.8,103.0,2.75,2.92,0.32,2.38,6.2,1.07,2.75,1060.0,0,class_0,2.0098508509123576,1.2470294606787602,-0.057293987939922006,0.2306431070403074,-0.3846510704947799
13.94,1.73,2.27,17.4,108.0,2.88,3.54,0.32,2.08,8.9,1.12,3.1,1260.0,0,class_0,2.7074913042663926,1.751967407206337,-0.6431136120007936,-0.10023152006305149,-0.4947130319432398
13.05,1.73,2.04,12.4,92.0,2.72,3.27,0.17,2.91,7.2,1.12,2.91,1150.0,0,class_0,3.214917474773822,0.1669919949967916,-1.973571679901373,1.12068393904346,0.012278197312871294
13.83,1.65,2.6,17.2,94.0,2.45,2.99,0.22,2.29,5.6,1.24,3.37,1265.0,0,class_0,2.8589598267172924,0.7452788039895882,0.004719502164697575,-0.21527655699454457,-0.7588084943240841
13.82,1.75,2.42,14.0,111.0,3.88,3.74,0.32,1.87,7.05,1.01,3.26,1190.0,0,class_0,3.5056043559232224,1.6127338560350106,-0.5207745300761741,0.10653642366463079,-0.6016844439291602
13.77,1.9,2.68,17.1,115.0,3.0,2.79,0.39,1.68,6.3,1.13,2.93,1375.0,0,class_0,2.224791380532172,1.8751679995630235,0.3395498503542105,-1.2069665793418787,-0.5766442488035866
13.74,1.67,2.25,16.4,118.0,2.6,2.9,0.21,1.62,5.85,0.92,3.2,1060.0,0,class_0,2.1469878235638657,1.0167515377576604,-0.9577627619503258,-0.24031819021886242,0.8801045044036454
13.56,1.73,2.46,20.5,116.0,2.96,2.78,0.2,2.45,6.25,0.98,3.03,1120.0,0,class_0,2.4693294837977873,1.3290083106496215,0.513437453035971,0.2553486207166496,0.9121401022097736
14.22,1.7,2.3,16.3,118.0,3.2,3.0,0.26,2.03,6.38,0.94,3.31,970.0,0,class_0,2.741517914277452,1.4365487835125146,-0.6124733957169578,0.20574744102620365,0.4342638634395141
13.29,1.97,2.68,16.8,102.0,3.0,3.23,0.31,1.66,6.0,1.07,2.84,1270.0,0,class_0,2.1737409209653067,1.212199840697793,0.2617795927707908,-0.5044260860796378,-0.6954218130360283
13.72,1.43,2.5,16.7,108.0,3.4,3.67,0.19,2.04,6.8,0.89,2.87,1285.0,0,class_0,3.1393801518289943,1.731579115992512,-0.28566141261644823,0.2305672124832839,0.0750408360722051
12.37,0.94,1.36,10.6,88.0,1.98,0.57,0.28,0.42,1.95,1.05,1.82,520.0,1,class_1,-0.928581968921855,-3.073486163188925,-4.585064007148205,-1.0518443905458055,0.4571241235046409
12.33,1.1,2.28,16.0,101.0,2.05,1.09,0.63,0.41,3.27,1.25,1.67,680.0,1,class_1,-1.5424801378968802,-1.3814435080942278,-0.8746831124458081,-2.890119746157419,-0.9780083247078502
12.64,1.36,2.02,16.8,100.0,2.02,1.41,0.53,0.62,5.75,0.98,1.59,450.0,1,class_1,-1.8362497634669401,-0.8299841230557168,-1.6057021863206193,-1.4521048531888525,-0.2940757973576289
13.67,1.25,1.92,18.0,94.0,2.1,1.79,0.32,0.73,3.8,1.23,2.46,630.0,1,class_1,0.03060683408667963,-1.2627861442114001,-1.7844080104188553,-1.2065760705635413,-0.3936043221297575
12.37,1.13,2.16,19.0,87.0,3.5,3.1,0.19,1.87,4.45,1.22,2.87,420.0,1,class_1,2.050261607576316,-1.9250326046500994,-0.007368777349818495,0.7213219027367317,-0.08112664847440468
12.17,1.45,2.53,19.0,104.0,1.89,1.75,0.45,1.03,2.95,1.45,2.23,355.0,1,class_1,-0.609680827177622,-1.9080588050851865,0.6793579379775367,-2.1530760908358877,-0.04990255123111843
12.37,1.21,2.56,18.1,98.0,2.42,2.65,0.37,2.08,4.6,1.19,2.3,678.0,1,class_1,0.9002278387071434,-0.7639114736096089,0.5733613020971922,-0.6793616342868717,-0.14263304851093542
13.11,1.01,1.7,15.0,78.0,2.98,3.18,0.26,2.28,5.3,1.12,3.18,502.0,1,class_1,2.248507190798394,-1.8845924845501303,-2.031840192867588,1.4076272343171528,-0.7320069560460375
12.37,1.17,1.92,19.6,78.0,2.11,2.0,0.27,1.04,4.68,1.12,3.48,510.0,1,class_1,0.18338402668475584,-2.427146114703568,-1.0697455602477997,0.1274179719849098,-0.5345735590539724
13.34,0.94,2.36,17.0,110.0,2.53,1.3,0.55,0.42,3.17,1.02,1.93,750.0,1,class_1,-0.8128050273520717,-0.2205139869022686,-0.7070053958009656,-2.4889895776206488,-0.5835598311121848
12.21,1.19,1.75,16.8,151.0,1.85,1.28,0.14,2.5,2.85,1.28,3.07,718.0,1,class_1,1.9756204987985533,-1.4032832253096115,-1.2382762196848602,-1.1523064888662735,4.186656742220531
12.29,1.61,2.21,20.4,103.0,1.1,1.02,0.37,1.46,3.05,0.906,1.82,870.0,1,class_1,-1.5722162196263,-0.8849831369082211,-0.6289979502315928,-1.1718464071389394,0.9653445697690007
13.86,1.51,2.67,25.0,86.0,2.95,2.86,0.21,1.87,3.38,1.36,3.16,410.0,1,class_1,1.6576818088332896,-0.9567121974591483,1.9525842166061964,0.15220891160111336,-0.7871611831143367
13.49,1.66,2.24,24.0,87.0,1.88,1.84,0.27,1.03,3.74,0.98,2.78,472.0,1,class_1,-0.7253723880353553,-1.0636454007060931,0.08033222861543558,-0.07601943117966604,-0.18016577036873188
12.99,1.67,2.6,30.0,139.0,3.3,2.89,0.21,1.96,3.35,1.31,3.5,985.0,1,class_1,2.5622271731703616,0.26019855065459585,3.374393962239758,-0.9793994323621754,1.9807986006300453
11.96,1.09,2.3,21.0,101.0,3.38,2.14,0.13,1.65,3.21,0.99,3.13,886.0,1,class_1,1.8325675700495478,-1.2878781978605247,0.45828002739955803,0.17135075351694556,1.0012222334229648
11.66,1.88,1.92,16.0,97.0,1.61,1.57,0.34,1.15,3.8,1.23,2.14,428.0,1,class_1,-0.8679929031954122,-2.444101185580862,-1.5633331789503784,-0.831459859384681,0.7079799805345866
13.03,0.9,1.71,16.0,86.0,1.95,2.03,0.24,1.46,4.6,1.19,2.48,392.0,1,class_1,0.37001440429478244,-2.153906975156985,-2.449386348303739,-0.1261590444750684,0.09529984226013105
11.84,2.89,2.23,18.0,112.0,1.72,1.32,0.43,0.95,2.65,0.96,2.52,500.0,1,class_1,-1.4573770449061383,-1.3833517690762587,-0.22730690232730458,-0.6963568703738038,1.0673621825638078
12.33,0.99,1.95,14.8,136.0,1.9,1.85,0.35,2.76,3.4,1.06,2.31,750.0,1,class_1,1.2629308497284977,-0.7708495299701151,-1.184224517375238,-0.9258822437115202,2.613593044713573
12.7,3.87,2.4,23.0,101.0,2.83,2.55,0.43,1.95,2.57,1.19,3.13,463.0,1,class_1,0.37615037193424083,-1.027043403355822,1.794466294542657,0.9785445272560205,-0.1365691883124412
12.0,0.92,2.0,19.0,86.0,2.42,2.26,0.3,1.43,2.5,1.38,3.12,278.0,1,class_1,0.7620639041095995,-3.3750538099635325,-0.35747005553946615,-0.3667329145186533,-0.15444057267645525
12.72,1.81,2.2,18.8,86.0,2.2,2.53,0.26,1.77,3.9,1.16,3.14,714.0,1,class_1,1.0345779671651867,-1.45070973824409,-0.3630117731639618,0.29659578044989904,-0.3058872373625726
12.08,1.13,2.51,24.0,78.0,2.0,1.58,0.4,1.4,2.2,1.31,2.72,630.0,1,class_1,-0.49487675568032696,-2.381243526767369,1.3357431762848646,-1.0409788442473509,-1.0421266340608544
13.05,3.86,2.32,22.5,85.0,1.65,1.59,0.61,1.62,4.8,0.84,2.01,515.0,1,class_1,-2.5389770842951203,-0.08744335730498282,0.47425139276914596,0.7586014542364284,-1.127816475251069
11.84,0.89,2.58,18.0,94.0,2.2,2.21,0.22,2.35,3.05,0.79,3.08,520.0,1,class_1,0.8353201453942981,-1.4736705514008666,0.6100935756921068,0.5829518777254207,0.8991847835917909
12.67,0.98,2.24,18.0,99.0,2.2,1.94,0.3,1.46,2.62,1.23,3.16,450.0,1,class_1,0.78790461498971,-2.0266265224624753,-0.25472340396954984,-0.8094180804315669,0.2588525423484407
12.16,1.61,2.31,22.8,90.0,1.78,1.69,0.43,1.56,2.45,1.33,2.26,495.0,1,class_1,-0.8068321559655378,-2.2338303908439103,0.7728557971982642,-1.0137157469318296,-0.29186229873771863
11.65,1.67,2.62,26.0,88.0,1.92,1.61,0.4,1.34,2.6,1.36,3.21,562.0,1,class_1,-0.5580426248756813,-2.372985428849455,2.307611404012002,-1.0353203058236926,-0.47693950799759294
11.64,2.06,2.46,21.6,84.0,1.95,1.69,0.48,1.35,2.8,1.0,2.75,680.0,1,class_1,-1.1151110419194454,-1.8022471916654534,0.9592533076886531,-0.33128379115301826,-0.7315100618693968
12.08,1.33,2.3,23.6,70.0,2.2,1.59,0.42,1.38,1.74,1.07,3.21,625.0,1,class_1,-0.5557228299517009,-2.6575400353922913,0.8491268977432228,-0.003197641327026411,-1.3462570019392697
12.08,1.83,2.32,18.5,81.0,1.6,1.5,0.52,1.64,2.4,1.08,2.27,480.0,1,class_1,-1.34928528244373,-2.118001469784817,-0.04765232084869289,-0.46625056695413025,-0.8905459729866049
12.0,1.51,2.42,22.0,86.0,1.45,1.25,0.5,1.63,3.6,1.05,2.65,450.0,1,class_1,-1.5644826057199048,-1.8522145217655497,0.7810670309346313,-0.6050793910273216,-0.5164653651812157
12.69,1.53,2.26,20.7,80.0,1.38,1.46,0.58,1.62,3.05,0.96,2.06,495.0,1,class_1,-1.9325556106314632,-1.55949545689862,-0.0892746761086791,-0.5225693568575643,-1.1736975707899502
12.29,2.83,2.22,18.0,88.0,2.45,2.25,0.25,1.99,2.15,1.15,3.3,290.0,1,class_1,0.7466659419884504,-2.3129317092207375,0.11467976874541423,1.2485387039903952,0.26293687450295145
11.62,1.99,2.28,18.0,98.0,3.02,2.26,0.17,1.35,3.25,1.16,2.96,345.0,1,class_1,0.9574553638036413,-2.223528434667459,0.14244477369872474,0.3140429470385515,0.9441427116782007
12.47,1.52,2.2,19.0,162.0,2.5,2.27,0.32,3.28,2.6,1.16,2.63,937.0,1,class_1,2.5438651841995528,0.16927402279974207,0.7886969907454818,-1.0328370427002713,3.73107920523574
11.81,2.12,2.74,21.5,134.0,1.6,0.99,0.14,1.56,2.5,0.95,2.26,625.0,1,class_1,-0.543952588776228,-0.3689265458773166,1.308895931856862,-1.2779985588465053,3.346790715256252
12.29,1.41,1.98,16.0,85.0,2.55,2.5,0.29,1.77,2.9,1.23,2.74,428.0,1,class_1,1.0310497503881486,-2.5655693487335207,-1.08639017381774,0.2638609847843395,-0.1898440149799334
12.37,1.07,2.1,18.5,88.0,3.52,3.75,0.24,1.95,4.5,1.04,2.77,660.0,1,class_1,2.251909422148124,-1.432741380354253,-0.23020824379781582,0.9211710965438448,-0.23992293182092334
12.29,3.17,2.21,18.0,88.0,2.85,2.99,0.45,2.81,2.3,1.42,2.83,406.0,1,class_1,1.4102160153374594,-2.1661917693703825,0.748896410770878,1.1956111880598215,-0.7098572124767315
12.08,2.08,1.7,17.5,97.0,2.23,2.17,0.26,1.4,3.3,1.27,2.96,710.0,1,class_1,0.7977197926930408,-2.3769488030818593,-1.5681125312755275,-0.03481636022109326,0.6170913970699845
12.6,1.34,1.9,18.5,88.0,1.45,1.36,0.29,1.35,2.45,1.04,2.77,562.0,1,class_1,-0.5495317266494643,-2.293128643245624,-1.4989353232010778,-0.3070386710514759,0.3260109342532321
12.34,2.45,2.46,21.0,98.0,2.56,2.11,0.34,1.31,2.8,0.8,3.38,438.0,1,class_1,-0.1611737399485444,-1.1644833215600152,1.0037131028373547,0.6616862238806812,0.30118514173661576
11.82,1.72,1.88,19.5,86.0,2.5,1.64,0.37,1.42,2.06,0.94,2.44,415.0,1,class_1,-0.6597949416843597,-2.679961185989632,-0.7649208684795157,0.4699547735549658,0.14447038463771777
12.51,1.73,1.98,20.5,85.0,2.2,1.92,0.32,1.48,2.94,1.04,3.57,672.0,1,class_1,0.3923544081850827,-2.0987317087655346,-0.4718500076097401,0.43705657473857573,-0.30381045458023165
12.42,2.55,2.27,22.0,90.0,1.68,1.84,0.66,1.42,2.7,0.86,3.3,315.0,1,class_1,-1.7724990779600336,-1.7172884693761414,0.9470331744608642,0.2595125860680565,-1.0048254910501582
12.25,1.73,2.12,19.0,80.0,1.65,2.03,0.37,1.63,3.4,1.0,3.17,510.0,1,class_1,-0.36626735735206417,-2.1693532978292804,-0.48132423474229213,0.39840046167274923,-0.46905131372183984
12.72,1.75,2.28,22.5,84.0,1.38,1.76,0.48,1.63,3.3,0.88,2.42,488.0,1,class_1,-1.620672572787479,-1.355583388025956,0.2871590006956159,-0.02602454598817339,-0.5693525482637508
12.22,1.29,1.94,19.0,92.0,2.36,2.04,0.39,2.08,2.7,0.86,3.02,312.0,1,class_1,0.08253578349332812,-2.3062345877483224,-0.46357498937395464,0.8903510234579507,0.3405765516376241
11.61,1.35,2.7,20.0,94.0,2.74,2.92,0.29,2.49,2.65,0.96,3.26,680.0,1,class_1,1.5782750709323823,-1.4620342902048158,1.779645954733284,0.6135844239909841,0.28798173626008194
11.46,3.74,1.82,19.5,107.0,3.18,2.58,0.24,3.58,2.9,0.75,2.81,562.0,1,class_1,1.4205692478240164,-1.4182066376337483,0.1392758294881913,3.4305394609748343,2.196884336813243
12.52,2.43,2.17,21.0,88.0,2.55,2.27,0.26,1.22,2.0,0.9,2.78,325.0,1,class_1,-0.2787027536488541,-1.9305680886704657,0.0786705530472321,0.928520740796541,0.2614957781883515
11.76,2.68,2.92,20.0,103.0,1.75,2.03,0.6,1.05,3.8,1.23,2.5,607.0,1,class_1,-1.3031449662482797,-0.7631723136577929,1.9995965104868547,-1.725835880171113,-0.7349062729166874
11.41,0.74,2.5,21.0,88.0,2.48,2.01,0.42,1.44,3.08,1.1,2.31,434.0,1,class_1,-0.45707186565262337,-2.2694156075896736,1.0613389675926648,-0.8374320543803787,-0.32345084126727364
12.08,1.39,2.5,22.5,84.0,2.56,2.29,0.43,1.04,2.9,0.93,3.19,385.0,1,class_1,-0.49418584704437407,-1.9390450494868314,1.3239380723766911,-0.06159724830111113,-0.8489075288858683
11.03,1.51,2.2,21.5,85.0,2.46,2.17,0.52,2.01,1.9,1.71,2.87,407.0,1,class_1,0.48207440977309424,-3.871783848407238,1.3442712233930711,-0.8999104922079518,-0.9323577261763438
11.82,1.47,1.99,20.8,86.0,1.98,1.6,0.3,1.53,1.95,0.95,3.33,495.0,1,class_1,-0.25288887765319923,-2.8214923747015903,-0.30263978453064144,0.45796710142113106,0.37108725024717426
12.42,1.61,2.19,22.5,108.0,2.0,2.09,0.34,1.61,2.06,1.06,2.96,345.0,1,class_1,-0.10722763772912304,-1.9289220425669564,0.690148242507512,-0.2737224840847017,1.0710969307184237
12.77,3.43,1.98,16.0,80.0,1.63,1.25,0.43,0.83,3.4,0.7,2.12,372.0,1,class_1,-2.433012602550218,-1.2571410404943912,-1.9030274044113515,0.8697319052756078,-0.46814263413451457
12.0,3.43,2.0,19.0,87.0,2.0,1.64,0.37,1.87,1.28,0.93,3.05,564.0,1,class_1,-0.5510895391746504,-2.22216155077662,-0.35622883021253726,1.3633198872949552,0.21671559781467933
11.45,2.4,2.42,20.0,96.0,2.9,2.79,0.32,1.83,3.25,0.8,3.39,625.0,1,class_1,0.7396219285682225,-1.4089566673657121,1.125345492004235,1.205111467592601,0.4299212328758449
11.56,2.05,3.23,28.5,119.0,3.18,5.08,0.47,1.87,6.0,0.93,3.69,465.0,1,class_1,1.3363217334183308,0.253336931168303,5.345388179195743,0.23903751260620404,0.23650254840122462
12.42,4.43,2.73,26.5,102.0,2.2,2.13,0.43,1.71,2.08,0.92,3.12,365.0,1,class_1,-1.177086996247772,-0.6639668398015719,3.0102218879464275,1.166136956482276,0.33272868633415364
13.05,5.8,2.13,21.5,86.0,2.62,2.65,0.3,2.01,2.6,0.73,3.1,380.0,1,class_1,-0.46233500801967914,-0.6182881794850416,0.48344236634417787,3.576724357081911,0.12882144758823555
11.87,4.31,2.39,21.0,82.0,2.86,3.03,0.21,2.91,2.8,0.75,3.64,380.0,1,class_1,0.9784740793566485,-1.4455704988958265,1.481236974995943,3.7903350912632825,0.4998102584977631
